nbSyll;pron;origin;warning;remarques;POS;lineId;pageId
3;săʹcrăment;L.;;;n.;13.0;187
4;ſacrămĕʹntal;;;;a.;14.0;187
6;ſacrămĕntāʹrĭans;L.;;;n.;15.0;187
2;sāʹcred;L.;;;a.;16.0;187
3;ſaʹcrĭfīce;;;;v.;17.0;187
3;ſaʹcrĭlege;L.;;;n.;18.0;187
5;ſacrĭlegĭ_o_us;;nbSyll>1 et pas d'accent tonic;;a.;19.0;187
2;sĭʹcriſt;L.;;;n.;20.0;187
1;săd;;;;a.;21.0;187
2;săʹdd_e_n;;;;v.;22.0;187
3;săʹddūcees;;;;n.;23.0;187
3;săʹddūciſm;;;;n.;24.0;187
1;sāfe;F.;;;a.;25.0;187
2;sāʹf_e_g_u_ard;;;;n.;26.0;187
2;sāʹf_e_ly;;;;p.;27.0;187
2;sāʹf_e_ty;;;;n.;28.0;187
2;săʹffron;;;;n.;29.0;187
4;ſagāʹcĭ_o_us;;;;a.;2.0;188
4;săgāʹcĭty;;;;n.;3.0;188
3;săgatheeʹ;;;;n.;4.0;188
1;sāge;;;;n.;5.0;188
4;săʹgĭttary;L.;;;n.;6.0;188
2;sāʹĭck;;;;n.;7.0;188
1;ſail;;;;v.;8.0;188
2;ſaiʹlor;;;;n.;9.0;188
1;ſaint;;;;a.;10.0;188
1;sāke;;;;n.;11.0;188
2;sāʹk_e_r;;;;n.;12.0;188
1;ſal;;;;n.;13.0;188
4;sălāʹcĭ_o_us;L.;;;a.;14.0;188
4;sălāʹcĭty;;;;n.;15.0;188
2;săʹlăd;F.;;;n.;16.0;188
4;săʹlămănd_e_r;G.;;;n.;17.0;188
3;săʹlăry;L.;;;n.;18.0;188
1;sāle;;;;n.;19.0;188
3;sāʹl_e_able;;;;a.;20.0;188
2;sāʹl_e_ſmăn;;;;n.;21.0;188
3;săʹlĭent;;;;n.;22.0;188
2;săʹlīne;;;;a.;23.0;188
2;săʹlĭq_ue_;;;;n.;24.0;188
3;sălīʹvā;L.;;;n.;25.0;188
5;sălĭvāʹrĭ_o_us;L.;;;a.;26.0;188
3;săʹlĭvāte;;;;v.;27.0;188
5;sălĭvāʹtion;;;;n.;28.0;188
2;săʹllet;;;;n.;29.0;188
2;săʹllo_w_;;;;n.;30.0;188
2;săʹlly;;;;n.;31.0;188
4;sălmăngŭʹndy;;;;n.;32.0;188
2;săʹlmon;;;;n.;33.0;188
2;sălooʹn;;;;n.;34.0;188
1;ſalt;L.;;;n.;35.0;188
2;ſaʹlt_e_r;;;;n.;36.0;188
2;ſaʹltiſh;;;;a.;37.0;188
2;săʹlvage;L.;;;n.;38.0;188
4;ſalvāʹtion;;;;n.;39.0;188
4;ſaʹlvătory;;;;n.;40.0;188
4;ſalūʹbrĭ_o_us;L.;;;a.;41.0;188
4;ſalūʹbrĭty;L.;;;n.;42.0;188
1;ſalve;;;;n.;43.0;188
2;ſaʹlver;;;;n.;44.0;188
2;ſaʹlvo;;;;n.;45.0;188
5;ſalūtāʹtion;L.;;;n.;46.0;188
4;ſaʹlūtăry;L.;;;a.;47.0;188
2;ſalūʹte;;;;v.;48.0;188
5;ſalūtĭʹfĕr_o_us;;;;a.;49.0;188
4;sămbĭnīʹto;;;;n.;50.0;188
2;săʹmphire;;;;n.;51.0;188
2;săʹmplar;;;;n.;52.0;188
2;săʹmple;;;;n.;53.0;188
3;sāʹnable;L.;;;a.;54.0;188
3;sāʹnătive;;;;a.;55.0;188
6;săntĭfĭcāʹtion;L.;;;n.;56.0;188
3;săʹnctĭfy;;;;v.;57.0;188
5;sănctĭmōʹnĭal;;;;a.;58.0;188
5;sănctĭmōʹnĭ_o_us;;;;a.;59.0;188
3;săʹnction;L.;;;n.;60.0;188
3;săʹnctĭty;L.;;;n.;61.0;188
4;săʹnctūăry;;;;n.;62.0;188
5;săʹnctum sănctōʹrum;;;;n.;63.0;188
1;sănd;;;;n.;64.0;188
2;ſaʹndal;L.;;;n.;65.0;188
3;săʹndăric;;;;n.;66.0;188
2;săʹndĕrs;;;;n.;67.0;188
3;săʹndĕver;F.;;;n.;68.0;188
2;săʹndy;;;;a.;69.0;188
1;sāne;;;;a.;70.0;188
6;săngŭĭfĭcāʹtion;L.;;;n.;71.0;188
4;săngŭĭʹflū_o_us;L.;;;a.;72.0;188
4;săʹngŭĭnăry;L.;;;a.;73.0;188
2;săʹngŭĭne;;;;a.;2.0;189
3;săʹn_h_ĕdrim;;;;n.;3.0;189
3;sāʹniės;L.;;;n.;4.0;189
3;sāʹnĭty;L.;;;n.;5.0;189
1;săp;;;;n.;6.0;189
2;sāʹpid;;;;a.;7.0;189
3;săʹpiėnce;L.;;;n.;8.0;189
2;săʹpleſs;;;;a.;9.0;189
2;săʹpling;;;;n.;10.0;189
4;săpŏrĭʹfic;;;;n.;11.0;189
3;săʹppĭneſs;;;;n.;12.0;189
2;săʹpping;;;;a.;13.0;189
3;săʹrăbănd;F.;;;n.;14.0;189
2;săʹrcăſm;G.;;;n.;15.0;189
4;sărcăʹſtĭcal;;;;a.;16.0;189
3;săʹrcĕnet;;;;n.;17.0;189
3;sărcŏʹtics;G.;;;n.;18.0;189
2;săʹrdā;G.;;;n.;19.0;189
3;săʹrdŏnyx;;;;n.;20.0;189
2;săʹrplăr;;;;n.;21.0;189
5;sărsăparĭʹllā;;;;n.;22.0;189
1;sărſe;;;;n.;23.0;189
1;săſh;;;;n.;24.0;189
3;săʹſsăfras;;;;n.;25.0;189
2;săʹtăn;;;;n.;26.0;189
4;sătăʹnĭcal;;;;a.;27.0;189
2;săʹtchel;;;;n.;28.0;189
2;sāʹted;L.;;;a.;29.0;189
4;sătĕʹllĭtès;;;;n.;30.0;189
3;săʹtiāte;L.;;;v.;31.0;189
4;săʹtiėty;L.;;;n.;32.0;189
5;sătĭsfăʹction;;;;n.;33.0;189
5;sătĭsfăʹctŏry;;;;a.;34.0;189
3;săʹtĭsfy;;;;v.;35.0;189
2;săʹttin;F.;;;n.;36.0;189
3;săʹttĭnet;;;;n.;37.0;189
3;săʹtūrāte;;;;v.;38.0;189
3;săʹtŭrday;;;;n.;39.0;189
2;sāʹtŭrn;;;;n.;40.0;189
5;sātŭrnāʹlĭā;;;;n.;41.0;189
4;fatŭʹrnĭan;;;;a.;42.0;189
2;săʹtyr;G.;;;n.;43.0;189
4;săty̆ʹrĭcal;;;;a.;44.0;189
3;săʹty̆rīze;;;;v.;45.0;189
3;săʹtyriſt;;;;n.;46.0;189
2;săʹtyrs;;;;a.;47.0;189
2;săʹvage;;;;a.;48.0;189
3;săʹvag_e_neſs;;;;n.;49.0;189
3;săʹvages;;;;n.;50.0;189
3;săvăʹnnā;;;;n.;51.0;189
1;ſauce;;;;n.;52.0;189
2;ſauʹc_e_box;;;;n.;53.0;189
2;ſauʹcer;;;;n.;54.0;189
2;ſaucĭʹſſe;F.;;;n.;55.0;189
3;ſaucĭʹſſons;F.;;;n.;56.0;189
2;ſauʹcy;;;;a.;57.0;189
1;sāve;L.;;;p.;58.0;189
2;ſaʹvĭne;;;;n.;59.0;189
2;sāʹving;;;;a.;60.0;189
3;sāʹvĭo_u_r;;;;n.;61.0;189
2;ſauʹnt_e_r;;;;v.;62.0;189
3;sāʹvŏry;;;;n.;63.0;189
2;sāʹvo_u_r;;;;n.;64.0;189
3;sāʹvŏ_u_ry;;;;a.;65.0;189
2;ſavoyʹ;;;;n.;66.0;189
2;ſauʹſagé;F.;;;n.;67.0;189
1;ſaw;;;;n.;68.0;189
2;ſaʹwfiſh;;;;n.;69.0;189
2;ſaʹw-wort;;;;n.;70.0;189
3;săʹxĭfras;;;;n.;71.0;189
1;ſay;;;;v.;72.0;189
1;ſays;F.;;;n.;73.0;189
1;ſcăb;L.;;;n.;2.0;190
2;ſcăʹbbărd;;;;n.;3.0;190
2;ſcăʹbbed;;;;a.;4.0;190
2;ſcăʹbr_o_us;L.;;;a.;5.0;190
2;ſcăʹffold;;;;n.;6.0;190
3;ſcăʹffŏlding;;;;n.;7.0;190
2;ſcalāʹde;;;;n.;8.0;190
1;ſcald;;;;v.;9.0;190
1;ſcāle;;;;n.;10.0;190
3;ſcalēʹnum;;;;n.;11.0;190
1;ſcāles;;;;n.;12.0;190
3;ſcăʹlĭon;;;;n.;13.0;190
1;ſcălp;;;;n.;14.0;190
2;ſcăʹlp_e_r;;;;n.;15.0;190
2;ſcāʹly;;;;a.;16.0;190
3;ſcăʹmmŏny;G.;;;n.;17.0;190
2;ſcăʹmp_e_r;F.;;;v.;18.0;190
1;ſcăn;L.;;;v.;19.0;190
2;ſcăʹndal;G.;;;n.;20.0;190
3;ſcăʹndălīze;;;;v.;21.0;190
4;ſcăʹndălīzed;;;;a.;22.0;190
3;ſcăʹndăl_o_us;;;;a.;23.0;190
3;ſcăʹndălum;L.;;;n.;24.0;190
1;ſcănt;;;;a.;25.0;190
2;ſcăʹnty;;;;a.;26.0;190
2;ſcăʹntling;;;;n.;27.0;190
3;ſcăʹpŭlā;L.;;;n.;28.0;190
3;ſcaʹpŭlar;L.;;;n.;29.0;190
1;ſcăr;;;;n.;30.0;190
3;ſcăʹrămȯu̇ch;;;;n.;31.0;190
1;ſcărce;;;;a.;32.0;190
3;ſcăʹrcĭty;;;;n.;33.0;190
1;ſcāre;;;;v.;34.0;190
2;ſcāʹr_e_cro_w_;;;;n.;35.0;190
1;ſcărf;;;;n.;36.0;190
4;ſcărĭfĭcāʹtion;L.;;;n.;37.0;190
3;ſcăʹrĭfy;L.;;;v.;38.0;190
2;ſcăʹrlet;;;;n.;39.0;190
1;ſcărp;;;;n.;40.0;190
1;ſcāte;;;;n.;41.0;190
1;ſcāthe;;;;n.;42.0;190
2;ſcăʹtt_e_r;;;;v.;43.0;190
3;ſcăʹvĕnger;;;;n.;44.0;190
1;ſcēne;;;;n.;45.0;190
2;ſcēʹn_e_ry;;;;n.;46.0;190
4;ſcenŏgrăʹphic;;;;a.;47.0;190
4;ſcenŏʹgrăphy;G.;;;n.;48.0;190
1;ſcĕnt;;;;n.;49.0;190
2;ſcĕʹpt_e_r;;;;n.;50.0;190
3;ſcĕʹptĭcal;;;;a.;51.0;190
3;ſcĕʹptĭciſm;;;;n.;52.0;190
2;ſ_c_heʹdŭle;;;;n.;53.0;190
2;ſchėʹic;;;;n.;54.0;190
1;ſc_h_ēme;;;;n.;55.0;190
2;ſc_h_eʹrif;;;;n.;56.0;190
2;ſc_h_ĭʹrr_h_us;G.;;;n.;57.0;190
1;ſ_c_hĭſm;G.;;;n.;58.0;190
3;ſ_c_hĭſmăʹtic;;;;a.;59.0;190
2;ſc_h_ŏʹlar;;;;n.;60.0;190
3;ſc_h_ŏʹlărſhip;;;;n.;61.0;190
4;ſc_h_ŏlăʹſtĭcal;;;;a.;62.0;190
3;ſc_h_ŏʹlĭaſt;G.;;;n.;63.0;190
3;ſc_h_ŏʹlĭum;;;;n.;64.0;190
1;ſc_h_ool;;;;n.;65.0;190
4;ſciăʹgrăphy;G.;;;n.;66.0;190
4;ſciăʹtĭcā;;;;n.;67.0;190
2;ſcīʹĕnce;L.;;;n.;68.0;190
4;ſcīĕntĭʹfic;;;;a.;69.0;190
3;ſcĭʹmĭtar;;;;n.;70.0;190
4;ſcīʹŏmăncy;G.;;;n.;71.0;190
1;ſcīʹon;;;;n.;72.0;190
2;ſcĭʹrr_ho_us;G.;;;a.;73.0;190
3;ſcĭʹſsūrā;L.;;;n.;2.0;191
1;ſcoat;;;;v.;3.0;191
1;ſcoff;;;;v.;4.0;191
1;ſcŏʹff_e_r;;;;n.;5.0;191
1;ſcold;;;;v.;6.0;191
2;ſcŏʹllop;;;;n.;7.0;191
1;ſcŏnce;;;;n.;8.0;191
1;ſcoop;;;;n.;9.0;191
1;ſcōpe;;;;n.;10.0;191
3;ſcŏrbūʹtic;;;;a.;11.0;191
1;ſcŏrch;;;;v.;12.0;191
1;ſcōre;;;;n.;13.0;191
3;ſcōʹriā;L.;;;n.;14.0;191
1;ſcorn;;;;v.;15.0;191
2;ſcŏʹrnful;;;;a.;16.0;191
3;ſcŏʹrpĭo;;;;n.;17.0;191
3;ſcŏʹrpĭon;;;;n.;18.0;191
1;ſcot;;;;n.;19.0;191
3;ſcŏʹtŏmy;;;;n.;20.0;191
1;ſcȯu̇l;;;;v.;21.0;191
2;ſcȯu̇ʹndrel;;;;n.;22.0;191
1;ſcȯu̇r;;;;v.;23.0;191
1;ſco_u_rge;;;;n.;24.0;191
1;ſcȯu̇t;;;;n.;25.0;191
1;ſcrăg;;;;n.;26.0;191
2;ſcrăʹggy;;;;a.;27.0;191
2;ſcrăʹmble;;;;v.;28.0;191
1;ſcrănch;;;;v.;29.0;191
1;ſcrāpe;;;;v.;30.0;191
2;ſcrāʹp_e_r;;;;n.;31.0;191
1;ſcrăps;;;;n.;32.0;191
1;ſcrătch;;;;v.;33.0;191
2;ſcrăʹtches;;;;n.;34.0;191
1;ſcrawl;;;;v.;35.0;191
1;ſcreak;;;;v.;36.0;191
1;ſcream;;;;v.;37.0;191
1;ſcreech;;;;v.;38.0;191
1;ſcreen;;;;n.;39.0;191
1;ſcrew;;;;n.;40.0;191
2;ſcrĭʹbble;;;;v.;41.0;191
2;ſcrĭʹbbler;;;;n.;42.0;191
1;ſcrībe;L.;;;n.;43.0;191
1;ſcrĭp;;;;n.;44.0;191
3;ſcrĭʹptūral;L.;;;a.;45.0;191
2;ſcrĭʹptūre;L.;;;n.;46.0;191
3;ſcrĭʹptūriſt;;;;n.;47.0;191
3;ſcrĭʹvĕner;;;;n.;48.0;191
3;ſcrŏʹfūlā;L.;;;n.;49.0;191
3;ſcrŏʹfūl_o_us;;;;a.;50.0;191
1;ſcroll;;;;n.;51.0;191
2;ſcrŏʹtum;L.;;;n.;52.0;191
1;ſcrŭb;;;;n.;53.0;191
3;ſcrūbāʹdo;;;;n.;54.0;191
2;ſcrūʹple;L.;;;n.;55.0;191
3;ſcrūʹpŭl_o_us;;;;a.;56.0;191
5;ſcrūpŭlŏʹsĭty;;;;n.;57.0;191
3;ſcrūʹtable;L.;;;a.;58.0;191
3;ſcrūtĭneeʹr;;;;n.;59.0;191
3;ſcrūʹtĭnīze;L.;;;v.;60.0;191
3;ſcrūʹtĭny;;;;n.;61.0;191
2;ſcrūtoiʹr;F.;;;n.;62.0;191
1;ſcŭd;;;;v.;63.0;191
2;ſcŭʹffle;;;;n.;64.0;191
1;ſcŭlk;;;;v.;65.0;191
1;ſcŭll;;;;n.;66.0;191
2;ſcŭʹller;;;;n.;67.0;191
3;ſcŭʹllĕry;;;;n.;68.0;191
3;ſcŭʹllĭon;;;;n.;69.0;191
2;ſcŭʹlptor;L.;;;n.;70.0;191
2;ſcŭʹlptūre;L.;;;n.;71.0;191
1;ſcŭm;;;;n.;72.0;191
2;ſcŭʹpp_e_r;;;;n.;73.0;191
1;ſcŭrf;;;;n.;2.0;192
2;ſcŭʹrfy;;;;a.;3.0;192
4;ſcŭrrĭʹlĭty;;;;n.;4.0;192
3;ſcŭʹrrĭl_o_us;;;;a.;5.0;192
2;ſcŭʹrvy;L.;;;n.;6.0;192
3;ſcŭʹrvygrăſs;;;;n.;7.0;192
1;ſcŭt;;;;n.;8.0;192
3;ſcŭʹtcheon;;;;n.;9.0;192
2;ſcŭʹttle;;;;n.;10.0;192
2;ſcŭʹttles;;;;n.;11.0;192
1;ſcȳthe;;;;n.;12.0;192
1;ſea;;;;n.;13.0;192
3;ſeafāʹring;;;;a.;14.0;192
1;ſeal;;;;n.;15.0;192
2;ſeaʹler;;;;n.;16.0;192
2;ſeaʹlongs;;;;n.;17.0;192
2;ſeaʹport;;;;n.;18.0;192
1;ſeam;;;;n.;19.0;192
2;ſeaʹmſtreſs;;;;n.;20.0;192
1;ſean;;;;n.;21.0;192
1;ſear;;;;v.;22.0;192
2;ſeaʹrcloth;;;;n.;23.0;192
1;ſearch;;;;n.;24.0;192
2;ſeaʹrcher;;;;n.;25.0;192
1;ſearſe;;;;n.;26.0;192
2;ſeaʹſon;F.;;;n.;27.0;192
4;ſeaʹſonable;;;;a.;28.0;192
3;ſeaʹſonings;;;;n.;29.0;192
1;ſeat;;;;n.;30.0;192
2;ſeʹcant;;;;n.;31.0;192
2;ſecēʹde;;;;v.;32.0;192
4;ſecĕʹſſion;;;;n.;33.0;192
2;ſeclūʹde;L.;;;v.;34.0;192
4;ſeclūʹſion;L.;;;n.;35.0;192
2;sĕʹcŏnd;;;;n.;36.0;192
4;sĕʹcŏndăry;;;;n.;37.0;192
3;sĕʹcŏndīne;;;;n.;38.0;192
3;sĕʹcreſy;;;;n.;39.0;192
2;ſeʹcret;L.;;;a.;40.0;192
4;sĕʹcrĕtăry;;;;n.;41.0;192
2;ſecrēʹte;;;;v.;42.0;192
4;ſecrēʹtion;;;;n.;43.0;192
1;sĕct;;;;n.;44.0;192
3;sĕʹctăry;;;;n.;45.0;192
3;sĕʹction;L.;;;n.;46.0;192
3;sēʹcŭlar;L.;;;a.;47.0;192
4;sēʹcŭlărīze;;;;v.;48.0;192
3;ſeʹcŭndīne;L.;;;n.;49.0;192
2;ſecūʹre;;;;a.;50.0;192
4;ſecūʹrĭty;;;;n.;51.0;192
2;ſedăʹn;;;;n.;52.0;192
2;ſedāʹte;L.;;;a.;53.0;192
3;ſedāʹt_e_neſs;;;;n.;54.0;192
4;sĕʹdĕntăry;L.;;;a.;55.0;192
1;sĕdge;;;;n.;56.0;192
2;sĕʹdgy;;;;a.;57.0;192
3;sĕʹdĭment;L.;;;n.;58.0;192
4;ſedĭʹtion;L.;;;n.;59.0;192
4;ſedĭʹti_o_us;;;;a.;60.0;192
2;ſedūʹce;;;;v.;61.0;192
3;ſedūʹcer;;;;n.;62.0;192
4;ſedŭʹction;;;;n.;63.0;192
4;sēdūʹlĭty;;;;n.;64.0;192
3;sĕʹdūl_o_us;;;;a.;65.0;192
1;ſee;;;;v.;66.0;192
1;ſeed;;;;n.;67.0;192
2;ſeeʹdlings;;;;n.;68.0;192
2;ſeeʹdy;;;;a.;69.0;192
2;ſeeʹing;;;;n.;70.0;192
1;ſeek;;;;v.;71.0;192
1;ſeem;F.;;;v.;72.0;192
2;ſeeʹmly;;;;a.;73.0;192
1;ſeer;;;;n.;2.0;193
1;ſeeth;;;;v.;3.0;193
2;sĕʹgment;L.;;;n.;4.0;193
3;sĕʹgrĕgāte;;;;v.;5.0;193
3;ſeiʹ_g_nĭor;;;;n.;6.0;193
4;ſeiʹ_g_nĭory;;;;n.;7.0;193
3;ſeiʹſable;;;;a.;8.0;193
1;ſeiſe;F.;;;v.;9.0;193
2;ſeiʹsūre;;;;n.;10.0;193
2;ſeiʹſin;;;;n.;11.0;193
3;ſelăʹnd_e_r;;;;n.;12.0;193
2;sĕʹldom;;;;p.;13.0;193
2;ſelĕʹct;L.;;;a.;14.0;193
1;ſelf;;;;n.;15.0;193
2;ſeʹlfiſh;;;;a.;16.0;193
1;ſell;L.;;;n.;17.0;193
3;sĕʹllĕry;;;;n.;18.0;193
2;ſeʹlvage;;;;n.;19.0;193
2;sĕʹmblănce;F.;;;n.;20.0;193
2;sēʹmĕn;L.;;;n.;21.0;193
5;sēmĕnĭʹfĕr_o_us;;;;a.;22.0;193
3;ſeʹmĭbrief;;;;n.;23.0;193
4;ſeʹmĭcĭrcle;;;;n.;24.0;193
5;ſemĭcĭʹrcŭlar;;;;a.;25.0;193
4;ſemĭcŏʹlon;;;;n.;26.0;193
6;ſemĭdīăʹmĕt_e_r;;;;n.;27.0;193
3;sĕʹmĭnal;;;;a.;28.0;193
4;sĕʹmĭnăry;L.;;;n.;29.0;193
4;ſemĭquāʹver;;;;n.;30.0;193
3;ſemĭtōʹne;;;;n.;31.0;193
4;ſempĭtĕʹrnal;;;;a.;32.0;193
2;sēʹnā;L.;;;n.;33.0;193
2;sĕʹnate;L.;;;n.;34.0;193
3;sĕʹnător;;;;n.;35.0;193
1;sĕnd;;;;v.;36.0;193
2;sĕʹndal;;;;n.;37.0;193
3;ſenĕʹſc_h_al;F.;;;n.;38.0;193
2;ſengreeʹn;;;;n.;39.0;193
3;sĕʹnĭor;;;;n.;40.0;193
5;sĕnĭoʹrĭty;;;;n.;41.0;193
4;sĕnsāʹtion;;;;n.;42.0;193
1;sĕnſe;;;;n.;43.0;193
2;sĕʹnſ_e_leſs;;;;a.;44.0;193
2;sĕʹnſes;;;;n.;45.0;193
5;ſensĭbĭʹlĭty;;;;n.;46.0;193
3;sĕʹnsĭble;;;;a.;47.0;193
3;sĕʹnsĭtive;;;;a.;48.0;193
3;sĕʹnsŏry;;;;n.;49.0;193
3;sĕʹnsūal;;;;a.;50.0;193
5;sĕnsūaʹlĭty;L.;;;n.;51.0;193
4;sĕʹnsūalīze;;;;v.;52.0;193
2;sĕʹntĕnce;;;;v.;53.0;193
4;sĕmĕʹnti_o_us;;;;a.;54.0;193
3;sĕʹntĭment;F.;;;n.;55.0;193
3;sĕʹntĭnel;;;;n.;56.0;193
2;sĕʹnvy;;;;n.;57.0;193
4;sĕʹpărable;;;;a.;58.0;193
3;sĕʹpărāte;;;;v.;59.0;193
5;sĕpărāʹtion;;;;n.;60.0;193
4;sĕʹpărătift;;;;n.;61.0;193
4;sĕptăʹngŭlar;;;;a.;62.0;193
3;sĕptĕʹmb_e_r;L.;;;n.;63.0;193
4;sĕptĕʹnnĭal;L.;;;a.;64.0;193
5;ſeptĕʹntrĭŏnal;L.;;;a.;65.0;193
6;ſeptūagēʹsĭmā;L.;;;n.;66.0;193
4;sĕʹptūăgint;;;;n.;67.0;193
3;ſepŭʹlc_h_ral;;;;a.;68.0;193
3;sĕʹpulc_h_re;;;;n.;69.0;193
3;sĕʹpŭltūre;;;;n.;70.0;193
2;sēʹquel;L.;;;n.;71.0;193
2;sĕʹquĕnce;;;;n.;72.0;193
3;ſequĕʹſt_e_r;L.;;;v.;73.0;193
1;ſhorn;;;;a.;2.0;194
1;ſhŏrt;;;;a.;3.0;194
2;ſhŏʹrt_e_n;;;;v.;4.0;194
1;ſhōve;;;;v.;5.0;194
2;ſhŏʹv_e_l;;;;n.;6.0;194
3;ſhŏʹvĕller;;;;n.;7.0;194
2;ſhȯu̇ʹld_e_r;;;;v.;8.0;194
3;ſhȯu̇ʹldĕring;;;;n.;9.0;194
1;ſhȯu̇t;;;;n.;10.0;194
2;ſhȯʹẇer;;;;v.;11.0;194
2;ſhȯʹẇry;;;;a.;12.0;194
2;ſhoʹ_w_y;;;;a.;13.0;194
1;ſhread;;;;v.;14.0;194
1;ſhrew;;;;n.;15.0;194
1;ſhrewd;;;;a.;16.0;194
1;ſhriek;;;;n.;17.0;194
1;ſhrĭll;;;;a.;18.0;194
1;ſhrĭmp;;;;n.;19.0;194
1;ſhrīne;;;;n.;20.0;194
1;ſhrĭnk;;;;v.;21.0;194
1;ſhrīve;;;;v.;22.0;194
3;ſhrĭʹvĕled;;;;a.;23.0;194
1;ſhrȯu̇d;;;;n.;24.0;194
2;ſhrōʹv_e_tīde;;;;n.;25.0;194
1;ſhrōve;;;;n.;26.0;194
1;ſhrȯẇd;;;;v.;27.0;194
1;ſhrŭbs;;;;n.;28.0;194
1;ſhrŭg;;;;v.;29.0;194
1;ſhrŭnk;;;;a.;30.0;194
2;ſhŭʹdd_e_r;;;;v.;31.0;194
2;ſhŭʹffle;;;;v.;32.0;194
1;ſhŭn;;;;v.;33.0;194
1;ſhŭt;;;;v.;34.0;194
2;ſhŭʹtters;;;;n.;35.0;194
2;ſhŭʹttle;;;;n.;36.0;194
1;ſhy;;;;a.;37.0;194
3;sĭʹbylīne;;;;a.;38.0;194
2;sĭʹbyls;G.;;;n.;39.0;194
3;sĭʹccĭty;L.;;;n.;40.0;194
1;sĭck;;;;a.;41.0;194
1;sĭʹck_e_n;;;;v.;42.0;194
2;sĭʹckle;;;;n.;43.0;194
2;sĭʹckly;;;;a.;44.0;194
2;sĭʹckneſs;;;;n.;45.0;194
1;sīde;;;;n.;46.0;194
2;sīʹd_e_lays;;;;n.;47.0;194
2;sīʹd_e_ling;;;;a.;48.0;194
2;sīʹder;;;;n.;49.0;194
5;ſidĕrāʹtion;L.;;;n.;50.0;194
4;ſidĕʹrĭal;;;;a.;51.0;194
2;sīʹd_e_ſman;;;;n.;52.0;194
2;sīʹd_e_ways;;;;p.;53.0;194
1;ſiege;;;;n.;54.0;194
1;ſieve;;;;n.;55.0;194
1;sĭft;;;;v.;56.0;194
1;sī_gh_;;;;v.;57.0;194
1;sī_gh_t;;;pas de {POS} indiquée dans le dictionnaire.;;58.0;194
2;sīʹ_gh_tleſs;;;;a.;59.0;194
2;sī_gh_tly;;nbSyll>1 et pas d'accent tonic;;a.;60.0;194
2;sĭgil;L.;nbSyll>1 et pas d'accent tonic;;n.;61.0;194
1;sīgn;;;;n.;62.0;194
2;sĭʹgnal;;;;a.;63.0;194
3;sĭʹgnălīze;;;;v.;64.0;194
3;sĭgnāʹtūre;L.;;;n.;65.0;194
2;sĭʹgnet;;;;n.;66.0;194
4;sĭgnĭʹfĭcănce;;;;n.;67.0;194
4;sĭgnĭʹfĭcant;L.;;;a.;68.0;194
6;sĭgnĭfĭcāʹtion;L.;;;n.;69.0;194
3;sĭʹgnĭfy;;;;v.;70.0;194
2;sīʹlĕnce;;;;v.;71.0;194
2;sīʹlent;;;;a.;72.0;194
5;sīlĕʹncĭāry;;;;n.;73.0;194
1;sĭlk;;;;n.;2.0;195
2;sĭʹlk_e_n;;;;a.;3.0;195
1;sĭll;;;;n.;4.0;195
3;sĭʹlābŭb;;;;n.;5.0;195
1;sĭʹllon;;;;n.;6.0;195
2;sĭʹlly;;;;a.;7.0;195
2;sĭʹlver;;;;n.;8.0;195
3;sĭʹlvĕred;;;;a.;9.0;195
3;sĭʹmĭlar;L.;;;a.;10.0;195
5;sĭmĭlaʹrĭty;;;;n.;11.0;195
3;sĭʹmĭlè;;;;n.;12.0;195
4;sĭmĭʹlĭtūde;L.;;;n.;13.0;195
3;sĭʹmĭtar;;;;n.;14.0;195
2;sĭʹmnel;;;;n.;15.0;195
4;sĭmōʹnical;;;;a.;16.0;195
3;sīʹmŏny;;;;n.;17.0;195
2;sĭʹmp_e_r;;;;v.;18.0;195
2;sĭʹmple;;;;a.;19.0;195
2;sĭʹmpler;;;;n.;20.0;195
2;sĭʹmples;;;;n.;21.0;195
3;sĭʹmp_e_lton;;;;n.;22.0;195
4;sĭmplĭʹcĭty;;;;n.;23.0;195
2;sĭʹmpling;;;;n.;24.0;195
2;sĭʹmply;;;;p.;25.0;195
1;sĭn;;;;v.;26.0;195
1;sĭnce;;;;p.;27.0;195
2;sĭncēʹre;;;;a.;28.0;195
3;sĭncēʹr_e_ly;L.;;;p.;29.0;195
4;sĭncĕʹrĭty;;;;n.;30.0;195
1;sīne;;;;n.;31.0;195
3;sīʹnēcūre;;;;n.;32.0;195
2;sĭʹnew;;;;n.;33.0;195
3;sĭʹnewy;;;;n.;34.0;195
2;sĭʹnful;;;;a.;35.0;195
1;sĭng;;;;v.;36.0;195
1;sĭnge;;;;v.;37.0;195
2;sĭʹngle;;;;a.;38.0;195
3;sĭʹngl_e_neſs;;;;n.;39.0;195
3;sĭʹngŭlar;L.;;;a.;40.0;195
5;sĭngŭlăʹrĭty;L.;;;n.;41.0;195
4;sĭʹngŭlarīze;;;;v.;42.0;195
3;sĭʹnĭſt_e_r;L.;;;a.;43.0;195
1;sĭnk;;;;n.;44.0;195
2;sĭʹnleſs;;;;a.;45.0;195
2;sĭʹnner;;;;n.;46.0;195
3;sīʹnop_e_r;;;;n.;47.0;195
2;sīʹnus;;;;n.;48.0;195
1;sĭp;;;;v.;49.0;195
2;sīʹphon;;;;n.;50.0;195
2;sĭʹppet;;;;n.;51.0;195
1;sĭr;;;;n.;52.0;195
